Company,Product,TypeName,ScreenResolution,CPU_Company,CPU_Type,GPU_Company,GPU_Type,OpSys,Laptop_ID
Lenovo,Yoga 510-15IKB,2 in 1 Convertible,Full HD / Touchscreen 1920x1080,Intel,Core i5 7200U,AMD,Radeon R7 M460,Windows 10,794
Apple,"MacBook 12""",Ultrabook,IPS Panel Retina Display 2304x1440,Intel,Core M,Intel,HD Graphics 5300,Mac OS X,795
Lenovo,ThinkPad X1,2 in 1 Convertible,IPS Panel Touchscreen 2560x1440,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,796
Asus,R417NA-RS01 (N3350/4GB/32GB/W10),Notebook,1366x768,Intel,Celeron Dual Core N3350,Intel,HD Graphics 500,Windows 10,797
Dell,Latitude 3580,Notebook,1366x768,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,798
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 7500U,Intel,HD Graphics 620,Windows 10,799
Dell,Vostro 5568,Notebook,Full HD 1920x1080,Intel,Core i3 6006U,AMD,Radeon R5 M420X,Windows 10,800
HP,ZBook 17,Workstation,Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,Quadro M2200,Windows 10,801
Asus,Pro P2540UA-XS51,Notebook,Full HD 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,802
Dell,XPS 13,Ultrabook,Full HD 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,803
Dell,XPS 15,Notebook,4K Ultra HD / Touchscreen 3840x2160,Intel,Core i5 7300HQ,Nvidia,GeForce GTX 1050,Windows 10,804
Dell,Latitude 3180,Netbook,1366x768,Intel,Pentium Quad Core N4200,Intel,HD Graphics 505,Windows 10,805
HP,EliteBook 820,Netbook,1366x768,Intel,Core i5 7300U,Intel,HD Graphics 620,Windows 10,806
Toshiba,Satellite Pro,Notebook,1366x768,Intel,Core i5 6200U,Intel,HD Graphics 520,Windows 10,807
HP,15-ba043na (A12-9700P/8GB/2TB/W10),Notebook,1366x768,AMD,A12-Series 9700P,AMD,Radeon R7 Graphics,Windows 10,808
Dell,Inspiron 7567,Gaming,4K Ultra HD 3840x2160,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050 Ti,Windows 10,809
Lenovo,IdeaPad 310-15IKB,Notebook,Full HD 1920x1080,Intel,Core i5 7200U,Nvidia,GeForce 920M,Windows 10,810
HP,Omen 17-an012dx,Gaming,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,AMD,Radeon RX 580,Windows 10,811
MSI,GE72MVR 7RG,Gaming,Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1070,Windows 10,812
Samsung,Notebook 9,Ultrabook,Full HD 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,813
Dell,Vostro 5568,Notebook,Full HD 1920x1080,Intel,Core i7 7500U,Nvidia,GeForce GT 940MX,Windows 10,814
Dell,Vostro 3568,Notebook,Full HD 1920x1080,Intel,Core i5 7200U,AMD,Radeon R5 M420,Windows 10,815
Lenovo,Thinkpad T470s,Ultrabook,Full HD 1920x1080,Intel,Core i7 7500U,Intel,HD Graphics 620,Windows 10,816
Razer,Blade Stealth,Ultrabook,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel,Core i7 7500U,Intel,HD Graphics 620,Windows 10,817
HP,Chromebook 11,Netbook,1366x768,Intel,Celeron Dual Core N3060,Intel,HD Graphics 400,Chrome OS,818
Dell,Alienware 17,Gaming,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1060,Windows 10,819
Dell,Latitude 3480,Notebook,1366x768,Intel,Core i5 6200U,Intel,HD Graphics 520,Windows 10,820
Lenovo,V110-15ISK (i3-6006U/4GB/500GB/W10),Notebook,1366x768,Intel,Core i3 6006U,Intel,HD Graphics 520,Windows 10,821
Toshiba,Tecra X40-D-10Z,Ultrabook,1366x768,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,822
Lenovo,Thinkpad X1,Ultrabook,IPS Panel Full HD 1920x1080,Intel,Core i7 7500U,Intel,HD Graphics 620,Windows 10,823
MSI,GL62M 7RD,Gaming,Full HD 1920x1080,Intel,Core i5 7300HQ,Nvidia,GeForce GTX 1050,Windows 10,824
Lenovo,ThinkPad X1,Ultrabook,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,825
Toshiba,Satellite Pro,Notebook,1366x768,Intel,Pentium Dual Core 4405U,Intel,HD Graphics 510,Windows 10,826
Asus,ZenBook Flip,2 in 1 Convertible,Touchscreen / Full HD 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,827
Dell,Latitude 3480,Notebook,1366x768,Intel,Core i3 6006U,Intel,HD Graphics 520,Windows 10,828
Acer,Chromebook 11,Netbook,IPS Panel 1366x768,Intel,Celeron Dual Core N3060,Intel,HD Graphics 400,Chrome OS,829
Acer,Swift 3,Notebook,IPS Panel Full HD 1920x1080,Intel,Core i3 7100U,Intel,HD Graphics 620,Windows 10,830
Razer,Blade Pro,Gaming,4K Ultra HD / Touchscreen 3840x2160,Intel,Core i7 7820HK,Nvidia,GeForce GTX 1080,Windows 10,831
Lenovo,Thinkpad X1,Ultrabook,IPS Panel Quad HD+ 2560x1440,Intel,Core i7 6600U,Intel,HD Graphics 520,Windows 10,832
Asus,VivoBook Max,Notebook,Full HD 1920x1080,Intel,Core i5 7200U,Nvidia,GeForce 920,Linux,833
Lenovo,Thinkpad T460,Notebook,Full HD 1920x1080,Intel,Core i5 6200U,Intel,HD Graphics 520,Windows 10,834
Lenovo,ThinkPad T470s,Notebook,IPS Panel Full HD 1920x1080,Intel,Core i5 7300U,Intel,HD Graphics 620,Windows 10,835
Dell,Alienware 15,Gaming,Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1070,Windows 10,836
Asus,Rog GL702VS-BA023T,Gaming,Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1070,Windows 10,837
Toshiba,Satellite Pro,Notebook,1366x768,Intel,Core i3 7100U,Intel,HD Graphics 620,Windows 10,838
Lenovo,N42-20 Chromebook,Notebook,1366x768,Intel,Celeron Quad Core N3160,Intel,HD Graphics 400,Chrome OS,839
Asus,R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10),Notebook,Full HD 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,840
Asus,Rog GL702VM-GC017T,Gaming,Full HD 1920x1080,Intel,Core i7 6700HQ,Nvidia,GeForce GTX 1060,Windows 10,841
Dell,Alienware 17,Gaming,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1070,Windows 10,842
HP,ProBook 470,Notebook,1600x900,Intel,Core i5 7200U,Nvidia,GeForce 930MX,Windows 10,843
Dell,Vostro 3568,Notebook,1366x768,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,844
HP,EliteBook 840,Ultrabook,Full HD 1920x1080,Intel,Core i7 6500U,Intel,HD Graphics 520,Windows 7,845
Dell,Vostro 3568,Notebook,Full HD 1920x1080,Intel,Core i7 7500U,AMD,Radeon R5 M420,Windows 10,846
HP,Chromebook X360,2 in 1 Convertible,Touchscreen 1366x768,Intel,Celeron Dual Core N3350,Intel,HD Graphics 500,Chrome OS,847
Asus,ZenBook UX310UQ-GL026T,Ultrabook,IPS Panel Full HD 1920x1080,Intel,Core i5 6200U,Nvidia,GeForce 940M,Windows 10,848
HP,EliteBook x360,2 in 1 Convertible,Full HD / Touchscreen 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,849
HP,EliteBook 840,Ultrabook,Full HD 1920x1080,Intel,Core i7 6500U,Intel,HD Graphics 520,Windows 10,850
HP,250 G6,Notebook,1366x768,Intel,Celeron Dual Core N3060,Intel,HD Graphics 400,No OS,851
Asus,Rog GL502VM-DS74,Gaming,Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1060,Windows 10,852
Dell,Inspiron 5767,Notebook,Full HD 1920x1080,Intel,Core i7 7500U,AMD,Radeon R7 M445,Linux,853
Lenovo,ThinkPad T470p,Ultrabook,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,GeForce GT 940MX,Windows 10,854
Asus,K556UR-DM621T (i7-7500U/8GB/256GB/GeForce,Notebook,IPS Panel Full HD 1920x1080,Intel,Core i7 7500U,Nvidia,GeForce GTX 930MX,Windows 10,855
Dell,Latitude 5580,Notebook,Full HD 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,856
Asus,X541NA (N4200/4GB/1TB/W10),Notebook,1366x768,Intel,Pentium Quad Core N4200,Intel,HD Graphics 505,Windows 10,857
HP,EliteBook x360,2 in 1 Convertible,Full HD / Touchscreen 1920x1080,Intel,Core i7 7600U,Intel,HD Graphics 620,Windows 10,858
Dell,Inspiron 5368,Notebook,Full HD / Touchscreen 1920x1080,Intel,Core i5 6200U,Intel,HD Graphics 520,Windows 10,859
Lenovo,IdeaPad 110-15ISK,Notebook,Full HD 1920x1080,Intel,Core i3 6006U,Intel,HD Graphics 520,No OS,860
Lenovo,ThinkPad E570,Notebook,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,861
HP,EliteBook 850,Notebook,Full HD 1920x1080,Intel,Core i5 7300U,AMD,Radeon R7 M465,Windows 10,862
Toshiba,Portege X30-D-10X,Notebook,Full HD 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,863
Lenovo,Legion Y520-15IKBN,Gaming,IPS Panel Full HD 1920x1080,Intel,Core i5 7300HQ,Nvidia,GeForce GTX 1050,No OS,864
Dell,XPS 13,Ultrabook,Quad HD+ / Touchscreen 3200x1800,Intel,Core i7 7660U,Intel,Iris Plus Graphics 640,Windows 10,865
HP,Probook 450,Notebook,Full HD 1920x1080,Intel,Core i5 6200U,Intel,HD Graphics 520,Windows 10,866
Toshiba,Portégé Z30-C-188,Ultrabook,1366x768,Intel,Core i5 6200U,Intel,HD Graphics 520,Windows 10,867
Lenovo,ThinkPad Yoga,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 7500U,Intel,HD Graphics 620,Windows 10,868
Acer,TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10),Notebook,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,869
Dell,Precision 3520,Workstation,Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,Quadro M620,Windows 10,870
Lenovo,ThinkPad L570,Notebook,1366x768,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,871
Lenovo,IdeaPad 110-15ISK,Notebook,Full HD 1920x1080,Intel,Core i3 6006U,AMD,Radeon R5 M430,No OS,872
Toshiba,Tecra A50-D-11D,Notebook,IPS Panel Full HD 1920x1080,Intel,Core i7 7500U,Intel,HD Graphics 620,Windows 10,873
Lenovo,Thinkpad 13,Notebook,IPS Panel Full HD 1920x1080,Intel,Core i3 7100U,Intel,HD Graphics 620,Windows 10,874
Samsung,Notebook 9,Ultrabook,Full HD 1920x1080,Intel,Core i7 7500U,Nvidia,GeForce 940MX,Windows 10,875
Dell,Latitude 7280,Ultrabook,Full HD 1920x1080,Intel,Core i7 7600U,Intel,HD Graphics 620,Windows 10,876
Asus,X541NA-GO121 (N4200/4GB/1TB/Linux),Notebook,1366x768,Intel,Pentium Quad Core N4200,Intel,HD Graphics 505,Linux,877
Xiaomi,Mi Notebook,Ultrabook,IPS Panel Full HD 1920x1080,Intel,Core i5 6200U,Nvidia,GeForce 940MX,Windows 10,878
Dell,Vostro 5568,Notebook,Full HD 1920x1080,Intel,Core i5 7200U,Nvidia,GeForce 940MX,Windows 10,879
HP,ProBook 450,Notebook,Full HD 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,880
HP,EliteBook x360,2 in 1 Convertible,Full HD / Touchscreen 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,881
HP,Pavilion x360,2 in 1 Convertible,Touchscreen 1366x768,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,882
Asus,VivoBook L402NA,Notebook,1366x768,Intel,Celeron Dual Core N3350,Intel,HD Graphics 500,Windows 10,883
Lenovo,IdeaPad 510-15ISK,Notebook,IPS Panel Full HD 1920x1080,Intel,Core i7 6500U,Nvidia,GeForce 940MX,Windows 10,884
Dell,Inspiron 3552,Notebook,1366x768,Intel,Pentium Quad Core N3710,Intel,HD Graphics,Windows 10,885
HP,EliteBook x360,2 in 1 Convertible,Full HD / Touchscreen 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,886
Dell,Vostro 3568,Notebook,1366x768,Intel,Core i3 6006U,AMD,Radeon R5 M420X,Linux,887
Asus,Rog GL753VD-GC082T,Gaming,Full HD 1920x1080,Intel,Core i5 7300HQ,Nvidia,GeForce GTX 1050,Windows 10,888
Acer,Chromebook C731-C78G,Netbook,IPS Panel 1366x768,Intel,Celeron Dual Core N3060,Intel,HD Graphics 400,Chrome OS,889
Lenovo,IdeaPad 110-17ACL,Notebook,1600x900,AMD,A4-Series 7210,AMD,Radeon R3,Windows 10,890
HP,Probook 640,Notebook,Full HD 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,891
HP,Envy x360,2 in 1 Convertible,Quad HD+ / Touchscreen 3200x1800,Intel,Core i7 7500U,Intel,HD Graphics 620,Windows 10,892
Samsung,Notebook 9,Ultrabook,Full HD 1920x1080,Intel,Core i7 7500U,Intel,HD Graphics 620,Windows 10,893
Lenovo,ThinkPad T470s,Ultrabook,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,894
MSI,GS73VR Stealth,Gaming,IPS Panel 4K Ultra HD 3840x2160,Intel,Core i7 6700HQ,Nvidia,GeForce GTX 1060,Windows 10,895
Toshiba,Portege X30-D-10V,Notebook,Full HD 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,896
Dell,Inspiron 7567,Gaming,Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050Ti,Linux,897
HP,ProBook 450,Notebook,Full HD 1920x1080,Intel,Core i7 7500U,Nvidia,GeForce 930MX,Windows 10,898
Dell,Vostro 3568,Notebook,1366x768,Intel,Core i3 6006U,AMD,Radeon R5 M420X,Windows 10,899
Dell,Latitude 5580,Notebook,Full HD 1920x1080,Intel,Core i5 7300U,Intel,HD Graphics 620,Windows 10,900
Dell,XPS 13,2 in 1 Convertible,Quad HD+ / Touchscreen 3200x1800,Intel,Core i7 7Y75,Intel,HD Graphics 615,Windows 10,901
Asus,G701VO-IH74K (i7-6820HK/32GB/2x,Gaming,IPS Panel Full HD 1920x1080,Intel,Core i7 6820HK,Nvidia,GeForce GTX 980M,Windows 10,902
Dell,XPS 13,2 in 1 Convertible,Full HD / Touchscreen 1920x1080,Intel,Core i7 7Y75,Intel,HD Graphics 615,Windows 10,903
Lenovo,ThinkPad X1,Ultrabook,IPS Panel Full HD 1920x1080,Intel,Core i7 7500U,Intel,HD Graphics 620,Windows 10,904
Lenovo,ThinkPad T570,Notebook,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,905
LG,Gram 15Z970,Ultrabook,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 7500U,Intel,HD Graphics 620,Windows 10,906
HP,Elitebook 820,Netbook,Full HD 1920x1080,Intel,Core i7 7500U,Intel,HD Graphics 620,Windows 10,907
Acer,Chromebook CB5-571-C1DZ,Notebook,IPS Panel Full HD 1920x1080,Intel,Celeron Dual Core 3205U,Intel,HD Graphics,Chrome OS,908
Lenovo,IdeaPad Y700-15ISK,Notebook,IPS Panel Full HD 1920x1080,Intel,Core i5 6300HQ,Nvidia,GeForce GTX 960M,Windows 10,909
LG,Gram 14Z970,Ultrabook,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 7500U,Intel,HD Graphics 620,Windows 10,910
Dell,Latitude 5480,Notebook,Full HD 1920x1080,Intel,Core i5 7440HQ,Intel,HD Graphics 620,Windows 10,911
HP,Elitebook Folio,Ultrabook,4K Ultra HD / Touchscreen 3840x2160,Intel,Core M 6Y75,Intel,HD Graphics 515,Windows 10,912
Lenovo,IdeaPad 510-15IKB,Notebook,Full HD 1920x1080,Intel,Core i7 7500U,Nvidia,GeForce 940MX,Windows 10,913
HP,ProBook 450,Notebook,Full HD 1920x1080,Intel,Core i7 7500U,Nvidia,GeForce 930MX,Windows 10,914
Acer,Aspire E5-575,Notebook,Full HD 1920x1080,Intel,Core i3 7100U,Intel,HD Graphics 620,Windows 10,915
Lenovo,ThinkPad 13,Notebook,Full HD 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,916
HP,Probook 430,Notebook,Full HD 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,917
MSI,GE72VR 6RF,Gaming,Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050 Ti,Windows 10,918
Dell,Inspiron 7567,Gaming,Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050 Ti,Windows 10,919
MSI,GL62M 7RD,Gaming,Full HD 1920x1080,Intel,Core i5 7300HQ,Nvidia,GeForce GTX 1050,Windows 10,920
Dell,Vostro 3568,Notebook,1366x768,Intel,Core i5 7200U,AMD,Radeon R5 M420,Windows 10,921
HP,EliteBook 850,Ultrabook,Full HD 1920x1080,Intel,Core i7 6500U,AMD,Radeon R7 M365X,Windows 10,922
HP,Envy 13-AB077cl,Ultrabook,Quad HD+ / Touchscreen 3200x1800,Intel,Core i7 7500U,Intel,HD Graphics 620,Windows 10,923
Toshiba,Tecra Z50-C-140,Notebook,IPS Panel Full HD 1920x1080,Intel,Core i7 6600U,Nvidia,GeForce 930M,Windows 10,924
Lenovo,ThinkPad Yoga,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,925
Dell,Latitude 3580,Notebook,1366x768,Intel,Core i5 6200U,Intel,HD Graphics 520,Windows 10,926
Lenovo,Thinkpad X270,Ultrabook,IPS Panel Full HD 1920x1080,Intel,Core i7 7500U,Intel,HD Graphics 620,Windows 10,927
HP,Probook 650,Notebook,Full HD 1920x1080,Intel,Core i5 6200U,Intel,HD Graphics 520,Windows 10,928
Dell,Vostro 3568,Notebook,1366x768,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,929
HP,ProBook 640,Notebook,1366x768,Intel,Core i5 6200U,Intel,HD Graphics 520,Windows 10,930
Lenovo,IdeaPad 320-15IAP,Notebook,1366x768,Intel,Pentium Quad Core N4200,Intel,HD Graphics 505,Windows 10,931
HP,EliteBook 820,Ultrabook,Full HD 1920x1080,Intel,Core i5 6200U,Intel,HD Graphics 520,Windows 10,932
HP,250 G6,Notebook,1366x768,Intel,Celeron Dual Core N3060,Intel,HD Graphics 400,No OS,933
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel,Core i7 6560U,Intel,Iris Graphics 540,Windows 10,934
Toshiba,Tecra Z40-C-12X,Notebook,IPS Panel Full HD 1920x1080,Intel,Core i5 6200U,Intel,HD Graphics 520,Windows 10,935
HP,EliteBook 820,Netbook,Full HD 1920x1080,Intel,Core i5 6200U,Intel,HD Graphics 520,Windows 10,936
Dell,Vostro 3568,Notebook,1366x768,Intel,Core i3 6006U,Intel,HD Graphics 520,Windows 10,937
MSI,GP62M Leopard,Gaming,Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050,Windows 10,938
Dell,Latitude 7480,Ultrabook,Full HD 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,939
Dell,Alienware 17,Gaming,2560x1440,Intel,Core i7 6820HK,Nvidia,GeForce GTX 1080,Windows 10,940
HP,Omen 17-W006na,Gaming,IPS Panel Full HD 1920x1080,Intel,Core i5 6300HQ,Nvidia,GeForce GTX 965M,Windows 10,941
Asus,X751SV-TY001T (N3710/4GB/1TB/GeForce,Notebook,1600x900,Intel,Pentium Quad Core N3710,Nvidia,GeForce 920MX,Windows 10,942
Acer,TravelMate P259-G2,Notebook,1366x768,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,943
Toshiba,Tecra A50-C-1ZV,Notebook,1366x768,Intel,Core i5 6200U,Intel,HD Graphics 520,Windows 10,944
Lenovo,Yoga 700-11ISK,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core M m7-6Y75,Intel,HD Graphics 515,Windows 10,945
Lenovo,IdeaPad Y700-15ACZ,Gaming,IPS Panel Full HD 1920x1080,AMD,FX 8800P,AMD,Radeon R9 M385,Windows 10,946
Dell,Latitude 7280,Ultrabook,Full HD / Touchscreen 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics,Windows 10,947
Lenovo,IdeaPad 310-15IKB,Notebook,Full HD 1920x1080,Intel,Core i7 7500U,Nvidia,GeForce 920MX,No OS,948
Dell,Insprion 5767,Notebook,1600x900,Intel,Core i3 6006U,AMD,Radeon R7 M445,Windows 10,949
Acer,Chromebook 14,Notebook,1366x768,Intel,Celeron Dual Core N3060,Intel,HD Graphics 400,Chrome OS,950
HP,ZBook Studio,Workstation,IPS Panel Full HD 1920x1080,Intel,Core i7 6820HQ,Nvidia,Quadro M1000M,Windows 10,951
Dell,Latitude 7480,Ultrabook,Full HD 1920x1080,Intel,Core i7 7600U,Intel,HD Graphics 620,Windows 10,952
Toshiba,Portege Z30-C-1CW,Notebook,Full HD 1920x1080,Intel,Core i5 6200U,Intel,HD Graphics 520,Windows 7,953
Asus,Chromebook Flip,2 in 1 Convertible,Full HD 1920x1080,Intel,Core M M7-6Y75,Intel,HD Graphics 515,Chrome OS,954
Lenovo,Thinkpad T460,Ultrabook,IPS Panel Full HD 1920x1080,Intel,Core i7 6600U,Intel,HD Graphics 520,Windows 10,955
Dell,Alienware 17,Gaming,IPS Panel 4K Ultra HD 3840x2160,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1070,Windows 10,956
Dell,XPS 13,2 in 1 Convertible,Full HD / Touchscreen 1920x1080,Intel,Core i5 7Y54,Intel,HD Graphics 615,Windows 10,957
HP,ProBook x360,2 in 1 Convertible,Touchscreen 1366x768,Intel,Pentium Quad Core N4200,Intel,HD Graphics 505,Windows 10,958
Dell,XPS 13,Ultrabook,Quad HD+ 3200x1800,Intel,Core i7 6500U,Intel,HD Graphics 520,Windows 10,959
Acer,Chromebook C738T-C2EJ,2 in 1 Convertible,IPS Panel Touchscreen 1366x768,Intel,Celeron Dual Core N3060,Intel,HD Graphics 400,Chrome OS,960
Toshiba,Portege Z30-C-16Z,Notebook,Full HD 1920x1080,Intel,Core i5 6300U,Intel,HD Graphics 520,Windows 10,961
Lenovo,ThinkPad X270,Ultrabook,IPS Panel Full HD 1920x1080,Intel,Core i5 7300U,Intel,HD Graphics 620,Windows 10,962
Acer,Aspire F5-573G-510L,Notebook,Full HD 1920x1080,Intel,Core i5 7200U,Nvidia,GeForce GTX 950M,Windows 10,963
Toshiba,Portege X20W-D-10V,Ultrabook,Full HD / Touchscreen 1920x1080,Intel,Core i7 7500U,Intel,HD Graphics 620,Windows 10,964
HP,ProBook 450,Notebook,1366x768,Intel,Core i5 7200U,Nvidia,GeForce 930MX,Windows 10,965
Dell,Inspiron 3567,Notebook,1366x768,Intel,Core i3 6006U,AMD,Radeon R5 M430,Linux,966
Dell,Latitude 5580,Notebook,1366x768,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,967
HP,ProBook 450,Notebook,Full HD 1920x1080,Intel,Core i3 7100U,Intel,HD Graphics 620,Windows 10,968
Dell,Alienware 17,Gaming,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1070,Windows 10,969
Lenovo,IdeaPad 310-15IKB,Notebook,Full HD 1920x1080,Intel,Core i5 7200U,Nvidia,GeForce 920MX,Windows 10,970
Dell,XPS 13,2 in 1 Convertible,Quad HD+ / Touchscreen 3200x1800,Intel,Core i7 7Y75,Intel,HD Graphics 615,Windows 10,971
Dell,Latitude E7470,Ultrabook,Touchscreen 2560x1440,Intel,Core i7 6600U,Intel,HD Graphics 520,Windows 10,972
Dell,Alienware 17,Gaming,Full HD 1920x1080,Intel,Core i7 6700HQ,Nvidia,GeForce GTX 1070,Windows 10,973
Toshiba,Tecra A40-C-1DF,Notebook,Full HD 1920x1080,Intel,Core i5 6200U,Intel,HD Graphics 520,Windows 10,974
Asus,Rog Strix,Gaming,Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1060,Windows 10,975
HP,Probook 450,Notebook,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,Nvidia,GeForce 930MX,Windows 10,976
Lenovo,ThinkPad T460,Notebook,1366x768,Intel,Core i5 6200U,Intel,HD Graphics 520,Windows 7,977
Asus,Q534UX-BHI7T19 (i7-7500U/16GB/2TB,2 in 1 Convertible,4K Ultra HD / Touchscreen 3840x2160,Intel,Core i7 7500U,Nvidia,GeForce GTX 950M,Windows 10,978
HP,15-bs053od (i7-7500U/6GB/1TB/W10),Notebook,1366x768,Intel,Core i7 7500U,Intel,HD Graphics 620,Windows 10,979
Asus,Rog GL753VE-DS74,Gaming,Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050 Ti,Windows 10,980
Dell,Inspiron 7579,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 7500U,Intel,HD Graphics 620,Windows 10,981
Toshiba,Portege Z30-C-1CV,Notebook,Full HD 1920x1080,Intel,Core i5 6200U,Intel,HD Graphics 520,Windows 7,982
Lenovo,IdeaPad 320-15ABR,Notebook,Full HD 1920x1080,AMD,A12-Series 9720P,AMD,Radeon 530,Windows 10,983
Fujitsu,LifeBook A556,Notebook,1366x768,Intel,Core i5 6200U,Intel,HD Graphics 520,Windows 10,984
Toshiba,Tecra A40-C-1KF,Notebook,1366x768,Intel,Core i5 6200U,Intel,HD Graphics 520,Windows 10,985
Dell,Inspiron 3567,Notebook,1366x768,Intel,Core i5 7200U,AMD,Radeon R5 M430,Windows 10,986
HP,Probook 450,Notebook,Full HD 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,987
Lenovo,Legion Y520-15IKBN,Gaming,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1060,Windows 10,988
Dell,Inspiron 5567,Notebook,1366x768,Intel,Core i7 7500U,AMD,Radeon R7 M445,Windows 10,989
Dell,Latitude 5480,Notebook,Full HD 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,990
HP,EliteBook Folio,Netbook,Full HD 1920x1080,Intel,Core M 6Y75,Intel,HD Graphics 515,Windows 10,991
HP,15-bs005nv (i3-6006U/4GB/1TB,Notebook,Full HD 1920x1080,Intel,Core i3 6006U,AMD,Radeon 520,Windows 10,992
Lenovo,V110-15IAP (N3350/4GB/128GB/No,Notebook,1366x768,Intel,Celeron Dual Core N3350,Intel,HD Graphics 500,No OS,993
Lenovo,ThinkPad T560,Notebook,Full HD 1920x1080,Intel,Core i5 6200U,Intel,HD Graphics 520,Windows 10,994
